CYBERSYN_COMPANY_ID,COMPANY_NAME,PERMID_SECURITY_ID,PRIMARY_TICKER,SECURITY_NAME,ASSET_CLASS,PRIMARY_EXCHANGE_CODE,PRIMARY_EXCHANGE_NAME,SECURITY_STATUS,GLOBAL_TICKERS,EXCHANGE_CODE,PERMID_QUOTE_ID,CIK,EIN,SIC,SIC_CODE_CATEGORY,SIC_CODE_DESCRIPTION
5fe42958bed9ce3cde26cd7ad9764245,COCA COLA CO,8590941073,KO,COCA-COLA ORD SHS,Ordinary Shares,NYS,NEW YORK STOCK EXCHANGE,Active,"[
  ""0QZK"",
  ""0QZKl"",
  ""CCC3"",
  ""CCC3d"",
  ""KO"",
  ""KO*"",
  ""KO-RM"",
  ""KO_KZ"",
  ""KOn""
]","[
  ""BCO"",
  ""BIV"",
  ""DEU"",
  ""HFT"",
  ""KAZ"",
  ""LSE"",
  ""MCX"",
  ""NYS""
]","[
  ""21474854537"",
  ""21474987686"",
  ""21550585019"",
  ""21656679323"",
  ""21718046812"",
  ""21783664282"",
  ""21807449487"",
  ""21948691797"",
  ""55838323657""
]",0000021344,580628465,2080,Office of Manufacturing,BEVERAGES
682b27536974c1d05ac7d120787d3eb2,HERSHEY CO,8590927363,HSY,HERSHEY FOODS ORD SHS,Ordinary Shares,NYS,NEW YORK STOCK EXCHANGE,Active,"[
  ""0J4X"",
  ""0J4Xl"",
  ""HSY"",
  ""HSY*"",
  ""HSY-RM""
]","[
  ""BCO"",
  ""BIV"",
  ""LSE"",
  ""MCX"",
  ""NYS""
]","[
  ""21633620973"",
  ""21634298392"",
  ""21843924162"",
  ""25727371470"",
  ""55838322955""
]",0000047111,230691590,2060,Office of Manufacturing,SUGAR & CONFECTIONERY PRODUCTS
6a8cdbe35dd3d93e7f39f87ddcf7d83b,CLOROX CO /DE/,8590932077,CLX,CLOROX ORD SHS,Ordinary Shares,NYS,NEW YORK STOCK EXCHANGE,Active,"[
  ""0I0J"",
  ""0I0Jl"",
  ""CLX"",
  ""CLX*"",
  ""CLX-RM""
]","[
  ""BCO"",
  ""BIV"",
  ""LSE"",
  ""MCX"",
  ""NYS""
]","[
  ""21633621466"",
  ""21634298019"",
  ""21837097262"",
  ""25727351671"",
  ""55838320852""
]",0000021076,310595760,2842,Industrial Applications and Services,"SPECIALTY CLEANING, POLISHING AND SANITATION PREPARATIONS"
8970d8f57608c74a3a8c5c966e31eb99,HORMEL FOODS CORP /DE/,8590933822,HRL,HORMEL FOODS ORD SHS,Ordinary Shares,NYS,NEW YORK STOCK EXCHANGE,Active,"[
  ""0J5Z"",
  ""0J5Zl"",
  ""HO7"",
  ""HRL"",
  ""HRL*"",
  ""HRL-RM""
]","[
  ""BCO"",
  ""DEU"",
  ""LSE"",
  ""MCX"",
  ""MXQ"",
  ""NYS""
]","[
  ""21474846222"",
  ""21633620978"",
  ""21634298216"",
  ""21837085407"",
  ""21960362648"",
  ""55838322940""
]",0000048465,410319970,2011,Office of Manufacturing,MEAT PACKING PLANTS
8bf20e7f0191b749344ecb28c9f1a102,MCCORMICK & CO INC,8590920790,MKC,MCCORMICK & CO NON-VOTING ORD SHS,Ordinary Shares,NYS,NEW YORK STOCK EXCHANGE,Active,"[
  ""0JZS"",
  ""0JZSl"",
  ""MKC"",
  ""MKC*""
]","[
  ""BCO"",
  ""LSE"",
  ""MXQ"",
  ""NYS""
]","[
  ""21633621082"",
  ""21634297988"",
  ""21697090408"",
  ""55838324151""
]",0000063754,520408290,2090,Office of Manufacturing,MISCELLANEOUS FOOD PREPARATIONS & KINDRED PRODUCTS
9a5e7dd9d62f0ad99e3243d0c9efac8d,"TYSON FOODS, INC.",8590934007,TSN,TYSON FOODS ORD SHS CLASS A,Ordinary Shares,NYS,NEW YORK STOCK EXCHANGE,Active,"[
  ""0LHR"",
  ""0LHRl"",
  ""TF7A"",
  ""TSN"",
  ""TSN*"",
  ""TSN-RM""
]","[
  ""BCO"",
  ""BIV"",
  ""GER"",
  ""LSE"",
  ""MCX"",
  ""NYS""
]","[
  ""21633621410"",
  ""21634297964"",
  ""21811940522"",
  ""25727364031"",
  ""55837367178"",
  ""55838326247""
]",0000100493,710225165,2015,Office of Manufacturing,POULTRY SLAUGHTERING AND PROCESSING
a460ef388554ae85ac61227d42445abb,KRAFT HEINZ CO,21566906309,KHC,KRAFT HEINZ ORD SHS,Ordinary Shares,NSM,NASDAQ GLOBAL SELECT MARKET,Active,"[
  ""0JRV"",
  ""KHC"",
  ""KHC*"",
  ""KHC-RM"",
  ""KHCn"",
  ""KHNZ"",
  ""KHNZd""
]","[
  ""BCO"",
  ""LSE"",
  ""MCX"",
  ""MEX"",
  ""NSM"",
  ""STU""
]","[
  ""21512233254"",
  ""21566906318"",
  ""21566943854"",
  ""21633180223"",
  ""21635090151"",
  ""21703659776"",
  ""21783664288""
]",0001637459,462078182,2030,Office of Manufacturing,"CANNED, FROZEN & PRESERVD FRUIT, VEG & FOOD SPECIALTIES"
a6bd61a4da2abfa6173c3e5d5a72193a,CAMPBELL SOUP CO,8590938673,CPB,CAMPBELL SOUP ORD SHS,Ordinary Shares,NYS,NEW YORK STOCK EXCHANGE,Active,"[
  ""0HST"",
  ""0HSTl"",
  ""CPB"",
  ""CPB*"",
  ""CPB-RM""
]","[
  ""BCO"",
  ""LSE"",
  ""MCX"",
  ""MXQ"",
  ""NYS""
]","[
  ""21633621448"",
  ""21634298022"",
  ""21697090403"",
  ""21843924299"",
  ""55838320971""
]",0000016732,210419870,2000,Office of Manufacturing,FOOD AND KINDRED PRODUCTS
af5a0cb192cc709ef77fb780c4940b77,"MONDELEZ INTERNATIONAL, INC.",8590924768,MDLZ,MONDELEZ INTERNATIONAL ORD SHS CLASS A,Ordinary Shares,NSM,NASDAQ GLOBAL SELECT MARKET,Active,"[
  ""0R0G"",
  ""0R0Gl"",
  ""KTFd"",
  ""MDLZ"",
  ""MDLZ*"",
  ""MDLZ-RM"",
  ""MDLZCL"",
  ""MDLZn""
]","[
  ""BCO"",
  ""BEC"",
  ""LSE"",
  ""MCX"",
  ""MEX"",
  ""NSM"",
  ""TRQ""
]","[
  ""21474908699"",
  ""21474988344"",
  ""21550584856"",
  ""21635090138"",
  ""21818711871"",
  ""21822032308"",
  ""25727306946"",
  ""55838323587""
]",0001103982,522284372,2000,Office of Manufacturing,FOOD AND KINDRED PRODUCTS
b5e68b6069db12b5931511424376ad55,COLGATE PALMOLIVE CO,8590926557,CL,COLGATE-PALMOLIVE ORD SHS,Ordinary Shares,NYS,NEW YORK STOCK EXCHANGE,Active,"[
  ""0P59"",
  ""CL"",
  ""CL*"",
  ""CL-RM"",
  ""COLGA"",
  ""CPAd""
]","[
  ""AEX"",
  ""BCO"",
  ""BIV"",
  ""LSE"",
  ""MCX"",
  ""NYS""
]","[
  ""21475866122"",
  ""21531125404"",
  ""21656675390"",
  ""21800867943"",
  ""55835438918"",
  ""55838320815""
]",0000021665,131815595,2844,Industrial Applications and Services,"PERFUMES, COSMETICS & OTHER TOILET PREPARATIONS"
c08b88aac3501802352b5bfe9c1f92c1,"CONSTELLATION BRANDS, INC.",8590919702,STZ,CONSTELLATION BRANDS ORD SHS CLASS A,Ordinary Shares,NYS,NEW YORK STOCK EXCHANGE,Active,"[
  ""0REP"",
  ""CB1A"",
  ""STZ"",
  ""STZ*"",
  ""STZ-RM""
]","[
  ""GER"",
  ""LSE"",
  ""MCX"",
  ""MEX"",
  ""NYS""
]","[
  ""21580936806"",
  ""21581677626"",
  ""21852711764"",
  ""55837354715"",
  ""55838325811""
]",0000016918,160716709,2080,Office of Manufacturing,BEVERAGES
c14344a3d9ab7714f1280589fda9dd50,"POST HOLDINGS, INC.",21485226863,POST,POST HOLDINGS ORD SHS,Ordinary Shares,NYS,NEW YORK STOCK EXCHANGE,Active,"[
  ""0KJZ"",
  ""2PO"",
  ""POST"",
  ""POST*""
]","[
  ""DEU"",
  ""LSE"",
  ""MXQ"",
  ""NYS""
]","[
  ""21485226871"",
  ""21513560317"",
  ""21634494499"",
  ""21954882409""
]",0001530950,453355106,2040,Office of Manufacturing,GRAIN MILL PRODUCTS
d28222e66ce38e9bfea3efcea07e997d,EDGEWELL PERSONAL CARE CO,8590939169,EPC,EDGEWELL PERSONAL CARE ORD SHS,Ordinary Shares,NYS,NEW YORK STOCK EXCHANGE,Active,"[
  ""EGZ"",
  ""EPC"",
  ""EPC*""
]","[
  ""DEU"",
  ""MXQ"",
  ""NYS""
]","[
  ""21474911883"",
  ""21954882401"",
  ""55838321899""
]",0001096752,431863181,2844,Industrial Applications and Services,"PERFUMES, COSMETICS & OTHER TOILET PREPARATIONS"
e01cc2b655ba805f29057921384826c1,PILGRIMS PRIDE CORP,8591378051,PPC,PILGRIMS PRIDE ORD SHS,Ordinary Shares,NSM,NASDAQ GLOBAL SELECT MARKET,Active,"[
  ""6PP"",
  ""PPC""
]","[
  ""DEU"",
  ""NSM""
]","[
  ""21474958412"",
  ""55856704448""
]",0000802481,751285071,2015,Office of Manufacturing,POULTRY SLAUGHTERING AND PROCESSING
e1d78a07f2be966bb02e848f7f8dc622,MOLSON COORS BEVERAGE CO,8590937839,TAP,MOLSON COORS BEVERAGE COMPANY ORD SHS CLASS B,Ordinary Shares,NYS,NEW YORK STOCK EXCHANGE,Active,"[
  ""0K2K"",
  ""0K2Kl"",
  ""NY7"",
  ""TAP"",
  ""TAP-RM""
]","[
  ""BCO"",
  ""LSE"",
  ""MCX"",
  ""NYS"",
  ""QTX""
]","[
  ""21633621104"",
  ""21634298462"",
  ""21667488998"",
  ""21845614776"",
  ""55838325913""
]",0000024545,840178360,2082,Office of Manufacturing,MALT BEVERAGES
fa087f478d7c37c113d562f4b9955f73,KIMBERLY CLARK CORP,8590920512,KMB,KIMBERLY CLARK ORD SHS,Ordinary Shares,NYS,NEW YORK STOCK EXCHANGE,Active,"[
  ""0JQZ"",
  ""KMB"",
  ""KMB*"",
  ""KMB-RM"",
  ""KMBC"",
  ""KMY"",
  ""MKC-RM""
]","[
  ""BIV"",
  ""DEU"",
  ""LSE"",
  ""MCX"",
  ""NYS"",
  ""VIE""
]","[
  ""21474850322"",
  ""21633180222"",
  ""21837085059"",
  ""21838972123"",
  ""25727352380"",
  ""25727361735"",
  ""55838323621""
]",0000055785,390394230,2670,Office of Manufacturing,CONVERTED PAPER & PAPERBOARD PRODS (NO CONTANERS/BOXES)
faacafa674a595e8365c7ac678199de7,PEPSICO INC,8590928762,PEP,PEPSICO ORD SHS,Ordinary Shares,NSM,NASDAQ GLOBAL SELECT MARKET,Active,"[
  ""0QOS"",
  ""PEP"",
  ""PEP*"",
  ""PEP-RM"",
  ""PEPCL"",
  ""PEPS"",
  ""PEPa"",
  ""PEPb"",
  ""PEPd"",
  ""PEPn""
]","[
  ""BCO"",
  ""BEC"",
  ""BIV"",
  ""HFT"",
  ""LSE"",
  ""MCX"",
  ""NSM"",
  ""VIE""
]","[
  ""21474987719"",
  ""21531133233"",
  ""21531133234"",
  ""21538133345"",
  ""21634821004"",
  ""21646682051"",
  ""21656679511"",
  ""21822032363"",
  ""25727306940"",
  ""55838324842""
]",0000077476,131584302,2080,Office of Manufacturing,BEVERAGES
fb582237c0115735f4f59fe451a77eda,PHILIP MORRIS INTERNATIONAL INC.,8590930498,PM,PHILIP MORRIS INTERNATIONAL ORD SHS,Ordinary Shares,NYS,NEW YORK STOCK EXCHANGE,Active,"[
  ""0M8V"",
  ""0M8Vl"",
  ""4I1"",
  ""4I1d"",
  ""PM"",
  ""PM*"",
  ""PM-RM"",
  ""PMIz"",
  ""PMOR""
]","[
  ""BCO"",
  ""DEU"",
  ""LSE"",
  ""MCX"",
  ""MXQ"",
  ""NYS"",
  ""VIE""
]","[
  ""21474951846"",
  ""21475073638"",
  ""21531133381"",
  ""21646682082"",
  ""21686826957"",
  ""21718461398"",
  ""21818711865"",
  ""21822032345"",
  ""55838325000""
]",0001413329,133435103,2111,Office of Manufacturing,CIGARETTES
